available,category,desc1,desc2,itemnumber,manufacturer,mfgpnumber,msrp,price1,price2,price3,qty1,qty2,qty3,upc,weight,serialized,mapprice
"9","CLOTHING","RED ROCK SHEMAGH HEAD WRAP","WHITE/BLACK","7001","Red Rock Gear","70-01","8.99","4.05","","","1","","","846637004604","0.400","NO",""
"1","CHOKE TUBES","CARLSONS CHOKE TUBE EXTENDED","TURKEY 12GA PORTED ACCU-MAG","70010","Carlson","70010","68.5","41.74","","","1","","","723189700102","0.250","NO","58.49"
"3","CLOTHING","RED ROCK SHEMAGH HEAD WRAP","KHAKI/BLACK","7002","Red Rock Gear","KHAKI/BLACK","8.99","4.05","","","1","","","846637004611","0.450","NO",""
"4","CHOKE TUBES","CARLSONS CHOKE TUBE EXTENDED","TURKEY 12GA PORTED REM CHOKE","70020","Carlson","70020","68.5","41.74","","","1","","","723189700201","0.200","NO","58.49"
"5","CHOKE TUBES","CARLSONS CHOKE TUBE EXTENTED","TURKEY 12GA PORTED BER MOBIL","70030","Carlson","70030","68.5","41.74","","","1","","","723189700300","0.200","NO","58.49"
"2","CLOTHING","RED ROCK SHEMAGH HEAD WRAP","RED/BLACK","7004","Red Rock Gear","70-04","8.99","4.05","","","1","","","846637004635","0.400","NO",""
"4","CHOKE TUBES","CARLSONS CHOKE TUBE EXTENDED","TURKEY 12GA PORTED INVECTOR +","70040","Carlson","70040","68.5","41.74","","","1","","","723189700409","0.200","NO","58.49"
"6","CLOTHING","RED ROCK SHEMAGH HEAD WRAP","TAN/BROWN","7005","Red Rock Gear","70-05","8.99","4.05","","","1","","","846637004673","0.390","NO",""
"0","POWDER","HODGDON POWDER 700X 14OZ CAN","10CAN/CS","700X1","IMR","7001","38.5","24.59","","","1","","","754486001050","1.050","NO",""
"0","POWDER","IMR POWDER 700X 4LB CAN","2CAN/CS","700X4","IMR","7004","139.5","104.32","","","1","","","754486001043","4.400","NO",""
"7","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 12GA PORTED .660 INVECTOR","70100","Carlson","70100","76.95","43.83","","","1","","","723189701000","0.250","NO","65.49"
"12","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 20GA PORTED .568 INVECTOR","70105","Carlson","70105","76.95","43.83","","","1","","","723189701055","0.200","NO","65.49"
"7","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 12GA PORTED .660 REM CHOKE","70120","Carlson","70120","76.95","43.83","","","1","","","723189701208","0.250","NO","65.49"
"13","ARCHERY ACCESSORIES","EASTON ARROW 5MM FMJ 340 W/ HO","6-PACK W/ 2"" BLAZER VANES","701237","Easton","701237","120.99","81.95","","","1","","","723560012374","0.600","NO","109.99"
"9","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 12GA PORTED .650 BER MOBIL","70130","Carlson","70130","76.95","43.83","","","1","","","723189701307","0.200","NO","65.49"
"7","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 20GA PORTED .568 BER MOBIL","70135","Carlson","70135","76.95","43.83","","","1","","","723189701352","0.200","NO","65.49"
"1","ARCHERY ACCESSORIES","EASTON ARROW 6.5MM MATCH GRADE","300 W/3"" AAE HYBRID VANES 6PK","701360","Easton","701360","98.99","52.95","","","1","","","723560013609","0.550","NO","79.99"
"2","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 12GA PORTED .665 INVECTOR+","70140","Carlson","70140","76.95","43.83","","","1","","","723189701406","0.250","NO","65.49"
"7","BIPODS","CALDWELL BIPOD XLA 13""-23""","PIVOT BLACK","701417","Caldwell","701417","67.99","43.00","","","1","","","661120014171","1.150","NO",""
"4","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 20GA PORTED .568 INVECTOR+","70145","Carlson","70145","76.95","43.83","","","1","","","723189701451","0.200","NO","65.49"
"0","AIRGUNS AND ACCESSORIES","DAISY CO2 CARTRIDGES 12-GRAMS","15-PACK","7015","Daisy","997015-611","12","7.35","","","1","","","039256070154","1.410","NO",""
"10","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 12GA PORTED .665 CRIO/CRIO+","70150","Carlson","70150","76.95","43.83","","","1","","","723189701505","0.250","NO","65.49"
"4","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 20GA PORTED .568 CRIO/CRIO+","70155","Carlson","70155","76.95","43.83","","","1","","","723189701550","0.200","NO","65.49"
"12","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 12GA PORTED .683 ACCU-MAG","70160","Carlson","70160","76.95","43.83","","","1","","","723189701604","0.280","NO","65.49"
"3","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 12GA PORTED .665 REM PRO","70170","Carlson","70170","76.95","43.83","","","1","","","723189701703","0.180","NO","65.49"
"5","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 12GA PORTED.665 INVECTOR DS","70180","Carlson","70180","76.95","43.83","","","1","","","723189701802","0.350","NO","65.49"
"2","CHOKE TUBES","CARLSONS CHOKE TUBE LONG BEARD","XR 12GA PORTED .660 OPTIMA HP","70190","Carlson","70190","76.95","43.83","","","1","","","723189701901","0.200","NO","65.49"
"2","SCOPE MOUNTS AND RINGS","DNZ GAME REAPER INTEGRAL 2-PC","MOUNT REM 700 MED BLK","701M2","DNZ Products","701M2","62.48","34.00","","","1","","","810037210071","0.300","NO","52.95"
"26","CALLS AND CALLERS","PRIMOS DEER CALL GRUNT TUBE","HARDWOOD GRUNTER","701P","Primos","701","24.95","13.29","","","1","","","010135007010","0.140","NO",""
"2","SCOPE MOUNTS AND RINGS","DNZ GAME REAPER INTEGRAL 2-PC","MOUNT REM 700 MED 4-SCREW BLK","701TM2","DNZ Products","701TM2","73.5","40.00","","","1","","","810037210149","0.340","NO","61.95"
"3","SCOPE MOUNTS AND RINGS","ATHLON CANTILEVER SCOPE MOUNT","1"" BLACK","702008","Athlon","702008","74.99","50.48","","","1","","","813869022492","0.490","NO","59.99"
"0","SCOPE MOUNTS AND RINGS","ATHLON CANTILEVER SCOPE MOUNT","30MM BLACK","702009","Athlon","702009","74.99","50.48","","","1","","","813869022508","0.490","NO","59.99"
"5","SCOPE MOUNTS AND RINGS","ATHLON CANTILEVER SCOPE MOUNT","34MM BLACK","702011","Athlon","702011","74.99","50.48","","","1","","","813869022522","0.515","NO","59.99"
"18","SCOPE COVERS","BUTLER CREEK BLIZZARD","CLEAR SCOPE COVER #2","70202","Butler Creek","70202","9.45","6.10","","","1","","","051525702023","0.050","NO",""
"0","SCOPE COVERS","BUTLER CREEK BLIZZARD","CLEAR SCOPE COVER #3","70203","Butler Creek","70203","9.45","6.10","","","1","","","051525702030","0.050","NO",""
"20","SCOPE COVERS","BUTLER CREEK BLIZZARD","CLEAR SCOPE COVER #4","70204","Butler Creek","70204","9.45","6.10","","","1","","","051525702047","0.060","NO",""
"7","SCOPE COVERS","BUTLER CREEK BLIZZARD","CLEAR SCOPE COVER #5","70205","Butler Creek","70205","9.45","6.10","","","1","","","051525702054","0.050","NO",""
"43","SCOPE COVERS","BUTLER CREEK BLIZZARD","CLEAR SCOPE COVER #6","70206","Butler Creek","70206","9.45","6.10","","","1","","","051525702061","0.050","NO",""
"70","SCOPE COVERS","BUTLER CREEK BLIZZARD","CLEAR SCOPE COVER #7","70207","Butler Creek","70207","9.45","6.10","","","1","","","051525702078","0.050","NO",""
"18","SCOPE COVERS","BUTLER CREEK BLIZZARD","CLEAR SCOPE COVER #8","70208","Butler Creek","70208","9.45","6.10","","","1","","","051525702085","0.050","NO",""
"14","SCOPE COVERS","BUTLER CREEK BLIZZARD","CLEAR SCOPE COVER #9","70209","Butler Creek","70209","9.45","6.10","","","1","","","051525702092","0.050","NO",""
"17","SCOPE COVERS","BUTLER CREEK BLIZZARD","CLEAR SCOPE COVER #10","70210","Butler Creek","70210","9.45","6.10","","","1","","","051525702108","0.100","NO",""
"17","SCOPE COVERS","BUTLER CREEK BLIZZARD","CLEAR SCOPE COVER #11","70211","Butler Creek","70211","9.45","6.10","","","1","","","051525702115","0.100","NO",""
"5","SIGHTS GUN/BOW","WILLIAMS FIRE SIGHT SET FOR","VENT RIB SHOTGUNS UNIVERSAL","70230","Williams Gunsight Co.","70230","56.95","35.02","","","1","","","053506702305","0.100","NO",""
"2","SIGHTS GUN/BOW","WILLIAMS FIRE SIGHT SET FOR","BG BUCKMARK CLICK ADJ OVER 1""","70231","Williams Gunsight Co.","70231","74.95","48.51","","","1","","","053506702312","0.120","NO",""
"2","SIGHTS GUN/BOW","WILLIAMS FIRE SIGHT SET FOR","BG BUCKMARK CLICK ADJ UNDER 1""","70232","Williams Gunsight Co.","70232","74.95","48.51","","","1","","","053506702329","0.100","NO",""
"0","AIRGUNS AND ACCESSORIES","DAISY CO2 CARTRIDGES 12-GRAMS","25-PACK","7025","Daisy","997025-601","19.95","11.45","","","1","","","039256070253","2.470","NO",""
"12","CLOTHING","RED ROCK SHEMAGH HEAD WRAP","DON'T TREAD ON ME COYOTE/BLACK","7025S","Red Rock Gear","70-25","8.99","4.05","","","1","","","846637007582","0.490","NO",""
"6","SIGHTS GUN/BOW","WILLIAMS FIRE SIGHT SET FOR","REM POST-2003 RIFLES & S-GUNS","70267","Williams Gunsight Co.","70267","34.95","20.89","","","1","","","053506702671","0.200","NO",""
"0","CALLS AND CALLERS","PRIMOS DEER CALL MOUTH","BLEAT & BAWL","702P","Primos","702","11.95","6.55","","","1","","","010135007027","0.100","NO",""
"11","TOOLS","LYMAN PISTOL PUNCH SET","5 PUNCHES","7031271","Lyman","7031271","24.95","17.17","","","1","","","011516812711","0.300","NO",""
"0","TOOLS","LYMAN GUNSMITH PUNCH SET","7 PUNCHES","7031273","Lyman","7031273","38.5","26.49","","","1","","","011516812735","0.880","NO",""
"0","TOOLS","LYMAN ROLL PIN PUNCH SET","4 PUNCHES","7031277","Lyman","7031277","25.5","17.54","","","1","","","011516512772","0.250","NO",""
"6","TOOLS","LYMAN ACCUSIGHT PISTOL SIGHT","INSTALLATION TOOL","7031287","Lyman","7031287","179.95","123.82","","","1","","","011516712875","0.900","NO",""
"3","TOOLS","LYMAN BRASS TAPPER","","7031290","Lyman","7031290","29.95","20.61","","","1","","","011516812902","0.650","NO",""
"4","TOOLS","LYMAN PRO DRIVE TORQUE WRENCH","","7031300","Lyman","7031300","109.95","75.65","","","1","","","011516513007","1.500","NO",""
"2","SCOPE MOUNTS AND RINGS","DNZ GAME REAPER INTEGRAL 2-PC","MOUNT REM 700 MED 30MM 4-SCREW","703TM2","DNZ Products","703TM2","91.88","49.50","","","1","","","810037210194","0.400","NO","78.95"
"0","RELOADING TOOLS","LYMAN BRASS SMITH ALL-AMERICAN","8 TURRET PRESS","7040750","Lyman","7040750","364.95","249.95","","","1","","","011516507501","28.600","NO",""
"5","SCOPE MOUNTS AND RINGS","SAVAGE SCOPE BASE RASCAL YOUTH","SINGLE SHOT BLUED","70459","Savage","70459","19","12.87","","","1","","","062654704598","0.060","NO",""
"0","CLEANING AND GUN CARE","ALLEN BORE-NADO RIFLE/HANDGUN",".22 CALIBER","70580","Allen","70580","9.99","8.68","","","1","","","026509019152","0.140","NO",""
"6","CLEANING AND GUN CARE","ALLEN BORE-NADO RIFLE",".30 CALIBER","70581","Allen","70581","9.99","8.68","","","1","","","026509019176","0.160","NO",""
"6","CLEANING AND GUN CARE","ALLEN BORE-NADO HANDGUN","9MM/.357/.38 CALIBERS","70582","Allen","70582","9.99","8.68","","","1","","","026509019213","0.140","NO",""
"32","CLEANING AND GUN CARE","ALLEN BORE-NADO HANDGUN",".40/.41/10MM CALIBERS","70583","Allen","70583","9.99","8.68","","","1","","","026509019244","0.200","NO",""
"5","CLEANING AND GUN CARE","ALLEN BORE-NADO HANDGUN",".44/.45 CALIBERS","70584","Allen","70584","9.99","8.68","","","1","","","026509019251","0.200","NO",""
"2","CLEANING AND GUN CARE","ALLEN BORE-NADO SHOTGUN 12GA.","","70585","Allen","70585","9.99","8.68","","","1","","","026509019268","0.300","NO",""
"6","CLEANING AND GUN CARE","ALLEN BORE-NADO SHOTGUN 20GA.","","70586","Allen","70586","9.99","8.68","","","1","","","026509019299","0.250","NO",""
"3","CLEANING AND GUN CARE","ALLEN BORE-NADO RIFLE",".270/7MM/.284 CALIBERS","70587","Allen","70587","9.99","8.68","","","1","","","026509019275","0.200","NO",""
"0","CLEANING AND GUN CARE","ALLEN BORE-NADO RIFLE .243/6MM","/.25 CALIBERS","70588","Allen","70588","9.99","8.68","","","1","","","026509019282","0.200","NO",""
"13","CLEANING AND GUN CARE","ALLEN BORE-NADO RIFLE",".260-6.5MM","70590","Allen","70590","9.99","8.68","","","1","","","026509041559","0.200","NO",""
"4","CONCEALED CARRY HANDBAGS","ALLEN GIRLS W/ GUNS CONCEAL","CARRY PURSE ADV CROSS BODY BL","70635","Allen","70635","52.01","41.60","","","1","","","026509051503","1.000","NO",""
"2","BACKPACKS","ALLEN GIRLS W/ GUNS DELUXE","PACK MIDNIGHT BLACKOUT CAMO","70637","Allen","7 637","45.48","36.38","","","1","","","026509051510","1.700","NO",""
"2","RANGE BAGS","ALLEN GIRLS W/ GUNS MIDNIGHT","RANGE BAG BLACKOUT CAMO","70639","Allen","70639","72.99","47.77","","","1","","","026509051527","1.800","NO",""
"0","KNIVES AND RELATED ITEMS","CRKT HANGTI 1.06"" KIRIDASHI","BLADE TITANIUM NITRIDE W/SHTH","7065","CRKT Knives","7065","64.99","30.00","","","1","","","794023706505","0.000","NO","64.99"
"0","KNIVES AND RELATED ITEMS","CRKT HANGTI 1.68"" DROP POINT","BLADE TITANIUM W/SHEATH","7066","CRKT Knives","7066","64.99","30.00","","","1","","","794023706604","0.000","NO","64.99"
"1","TARGETS AND TRAPS","CALDWELL ULTIMATE TARGET STAND","43""X17.5"" TARGETING AREA","707055","Caldwell","707055","29.99","18.50","","","1","","","661120070559","3.300","NO",""
"9","TARGETS AND TRAPS","CALDWELL ULTIMATE TARGET STAND","REPLACEMENT BACKERS 2-PACK","707100","Caldwell","707100","13.99","8.39","","","1","","","661120071006","1.250","NO",""
"0","RECOIL PADS","HOGUE PRESIZED RECOIL PAD EZG","REM 870/1187/1100 BLACK<","70730","Hogue","70730","29.95","19.18","","","1","","","743108707302","0.320","NO","31.46"
"3","KNIVES AND RELATED ITEMS","CRKT CEO MICROFLIPPER 2.36""","DROP POINT SS/ALUMINUM","7081","CRKT Knives","7081","59.99","37.12","","","1","","","794023708103","0.150","NO","59.99"
"11","CLOTHING","RED ROCK GHILLIE SUIT WOODLAND","5 PIECE ADULT MEDIUM/LARGE","70915ML","Red Rock Gear","70915ML","79.99","40.00","","","1","","","846637000002","3.550","NO","49.95"
"7","CLOTHING","RED ROCK GHILLIE SUIT WOODLAND","5 PIECE ADULT XL/XXL","70915XLXXL","Red Rock Gear","70915XLXXL","79.99","40.00","","","1","","","846637000019","3.800","NO","49.95"
"3","CLOTHING","RED ROCK 5 PIECE GHILLIE SUIT","WOODLAND YOUTH LARGE","70915YL","Red Rock Gear","70915YL","59.99","33.17","","","1","","","846637000095","2.700","NO","41.95"
"3","CLOTHING","RED ROCK 5 PIECE GHILLIE SUIT","WOODLAND YOUTH MEDIUM","70915YM","Red Rock Gear","70915YM","59.99","33.17","","","1","","","846637000088","2.400","NO","41.95"
"1","CLOTHING","RED ROCK GHILLIE SUIT DESERT","5 PIECE ADULT MEDIUM/LARGE","70916ML","Red Rock Gear","70916ML","79.99","42.00","","","1","","","846637000026","3.550","NO","49.95"
"5","CLOTHING","RED ROCK GHILLIE SUIT DESERT","5 PIECE ADULT XL/XXL","70916XLXXL","Red Rock Gear","70916XLXXL","79.99","40.00","","","1","","","846637000033","3.800","NO","49.95"
"7","CLOTHING","RED ROCK 5 PIECE GHILLIE SUIT","DESERT YOUTH LARGE","70916YL","Red Rock Gear","70916YL","59.99","33.17","","","1","","","846637000118","2.550","NO","41.95"
"2","BLINDS","RED ROCK GHILLIE BLIND 5'X12'","WOODLAND CAMOUFLAGE NETTING","70935","Red Rock Gear","70935","69.99","41.50","","","1","","","846637000699","3.900","NO",""
"2","SIGHTS GUN/BOW","WILLIAMS FIRE SIGHT SET FOR","RUGER GP100 CLICK ADJUSTABLE","70958","Williams Gunsight Co.","70958","74.95","48.51","","","1","","","053506709588","0.100","NO",""
